word,var0_embeddings,var1_embeddings,var2_embeddings,var3_embeddings
Johnson,6,20,6,24
against,22,7,22,3
Hearst,18,22,17,8
chairman,19,22,11,8
tiger,2,1,16,24
sells,13,17,8,8
walk,0,10,13,0
Alley,19,9,15,9
College,10,7,18,15
starring,15,11,16,14
Francisco,24,7,20,15
editor,8,17,3,23
Santa,9,10,19,23
lost,11,15,16,24
potlatch,17,22,14,22
rights,11,7,19,19
speed,7,2,13,20
Victoria,10,20,11,20
Romans,23,10,2,15
Define,5,5,0,1
growing,15,15,19,15
bear,11,12,1,17
nature,22,1,7,1
purpose,7,5,7,7
secret,17,10,22,10
sister,19,23,15,0
hydrogen,7,22,7,7
stole,8,19,14,0
cork,19,4,13,0
done,22,5,7,5
bug,11,12,5,12
Stuart,11,20,12,24
Hamblen,19,12,1,17
Grand,19,11,19,15
1940,10,6,2,16
poem,5,22,7,1
Ford,3,5,19,23
Radio,8,17,14,8
apples,7,12,7,7
party,8,16,13,8
Mexican,8,19,21,23
troops,24,15,1,17
publish,19,20,19,6
salt,7,0,7,7
whose,19,9,14,0
silly,17,11,23,0
putty,21,16,3,0
drive,9,5,4,7
County,8,19,11,8
cocaine,20,17,13,8
battery,13,8,21,23
August,24,6,12,12
Popeye,15,11,15,21
covers,4,7,22,16
meant,22,0,7,7
Company,13,22,4,8
side,6,1,1,21
originally,22,7,1,19
Here,22,11,2,17
Eternity,19,17,16,19
February,15,6,1,6
16th,11,6,12,17
equivalent,20,8,24,20
pounds,13,14,24,24
planted,20,13,11,24
per,18,16,20,3
free,5,5,7,5
prevent,22,12,0,19
road,1,22,4,1
matter,13,14,13,13
weigh,20,2,18,13
outside,6,13,5,7
1972,13,17,13,8
Asia,2,23,15,17
night,1,14,1,6
spent,13,8,11,3
church,11,12,9,21
acted,15,11,1,14
sing,0,12,0,11
Canadian,11,21,20,7
coach,17,16,11,0
1942,24,20,21,20
1991,20,15,13,4
gain,7,14,7,7
engine,7,0,17,7
official,15,20,20,18
Lake,3,15,2,14
K,6,21,24,3
jail,0,22,22,1
just,22,4,2,15
criminal,3,22,22,23
federal,8,14,21,8
thunder,11,14,18,7
airport,18,15,20,16
direct,2,14,2,24
Spain,24,6,2,16
Larry,17,9,15,15
fuel,22,23,1,19
surrounds,9,7,4,16
ask,22,12,7,5
owns,8,10,8,10
rain,4,14,6,20
1939,19,11,0,20
fathom,24,20,24,13
enter,6,7,24,7
1953,19,20,14,17
sides,20,8,21,13
declared,21,19,14,8
'll,19,23,17,17
houses,22,23,12,17
ring,22,12,2,7
January,19,6,1,24
U.S,8,17,14,8
detect,15,18,15,6
defects,19,15,16,17
Pollock,9,10,4,16
Confederate,4,19,21,3
international,19,4,12,21
happens,12,5,7,5
Award,19,17,8,15
street,9,2,20,23
future,16,10,8,0
nation,4,7,19,15
sees,12,20,18,24
Bastille,24,2,11,24
attack,20,8,13,13
Way,6,21,9,11
lady,19,23,16,8
education,24,6,15,17
Sinn,0,3,5,5
Fein,3,22,21,5
firm,6,4,6,23
L.A.,7,0,24,7
exercise,20,13,21,13
domesticated,15,11,23,18
plastic,22,23,1,0
detective,16,17,13,0
meat,15,23,12,17
boxer,8,22,13,23
Sullivan,15,11,15,17
J.,22,17,9,6
Dikembe,8,19,15,15
Gone,9,13,13,13
Wind,4,13,18,16
Society,8,9,8,8
feature,5,21,3,1
network,8,8,13,8
range,9,7,4,9
contract,12,20,6,3
purchase,11,7,6,17
small,11,1,1,24
fungal,15,21,1,24
infection,11,12,1,6
Gandhi,13,17,13,13
Broadway,15,20,15,18
closest,10,5,20,16
exactly,7,1,7,5
Paul,23,23,15,10
Al,8,22,21,10
daughter,10,16,14,15
vegetable,15,12,1,24
flies,15,11,12,6
typical,7,2,10,20
toll,20,20,18,24
occupy,4,2,21,9
cosmology,7,1,9,7
Cleveland,22,11,16,18
credit,19,23,23,17
All,10,23,23,22
IBM-compatible,1,6,12,6
order,6,23,8,3
join,4,2,10,3
Summer,10,16,22,15
profession,8,17,8,8
doing,7,22,7,1
ride,10,9,20,14
organ,19,12,7,19
islands,20,2,10,2
Jones,22,23,14,17
banned,13,23,24,5
Magna,21,8,14,0
Carta,8,17,14,8
gives,15,10,15,15
Buffalo,19,7,12,18
Dogtown,11,12,12,21
Garry,11,12,12,6
Kasparov,15,6,22,14
keep,7,2,21,3
distance,20,8,13,13
Ocean,9,18,4,13
peak,3,7,22,3
Empire,13,8,13,8
trials,1,11,1,24
north,10,2,10,16
Superman,4,7,19,23
worked,13,0,21,7
Van,1,15,20,14
Babe,18,17,10,8
creator,13,9,13,8
brothers,13,10,8,8
behind,17,23,11,18
Harvey,0,0,9,8
surface,18,21,21,16
forced,6,4,15,23
measure,22,12,1,17
acid,12,21,9,24
Wolfe,15,6,12,14
raise,22,12,0,7
Academy,13,17,13,8
latitude,20,2,24,24
longitude,13,24,10,13
Robert,2,12,1,6
motto,1,22,4,22
chess,15,9,15,17
Bush,8,10,15,23
Andy,21,17,11,8
rum,19,6,12,2
Congress,24,23,11,17
geese,15,11,12,6
Alice,21,17,13,0
Rome,9,10,10,15
research,15,15,2,2
1950,2,12,1,2
Oscars,11,9,23,0
Committee,21,22,11,8
tip,2,7,20,3
project,19,10,16,2
selling,11,18,15,17
Williams,19,11,1,15
killer,11,12,12,6
Bob,19,22,20,17
minutes,0,9,11,7
mammal,11,6,1,6
Emperor,8,17,13,8
Georgia,8,19,21,23
Scarlett,7,24,18,16
sank,11,6,1,24
released,13,8,11,16
voice,21,17,8,15
Butler,13,0,13,15
La,11,21,19,6
market,2,22,4,5
probability,20,24,24,13
any,13,14,24,7
course,15,12,12,17
Dickens,5,1,22,22
hearing,0,22,7,19
cat,7,0,7,7
lead,15,23,2,17
Led,7,0,7,5
Zeppelin,7,17,0,1
away,10,15,20,18
value,15,21,2,7
Benny,24,20,23,16
Carter,24,20,5,24
acronym,21,16,14,21
borders,9,7,19,3
level,18,23,17,0
weather,5,22,0,5
Enterprise,13,17,13,8
sperm,11,12,1,11
suit,15,12,1,6
Jr.,12,24,13,16
painter,8,17,13,8
Time,19,8,15,22
exist,19,23,23,0
him,0,22,13,8
Conference,1,3,1,17
Lindbergh,16,9,11,0
formula,15,20,1,14
Israel,8,7,21,3
published,13,8,11,4
caffeine,11,12,12,24
upon,1,10,3,21
classical,19,23,5,17
chemicals,19,18,16,14
return,22,19,4,5
process,12,22,7,7
clock,12,0,9,7
Pulitzer,17,9,13,17
direction,9,5,10,23
secretary,21,17,13,8
Stewart,10,9,2,18
reactivity,24,0,10,24
songs,15,18,16,18
championship,0,16,21,0
baking,6,2,1,24
egg,11,12,1,24
receive,1,14,7,1
writing,18,8,21,8
move,15,12,20,14
turn,18,19,21,7
model,21,17,3,21
Everest,9,15,22,13
League,0,16,21,5
Islamic,15,15,6,17
Cross,1,15,20,2
chain,8,22,21,10
roll,23,13,17,3
associated,22,23,15,17
000,22,18,7,21
stripes,0,12,0,24
Einstein,18,24,10,15
Two,9,18,22,15
Cities,10,7,22,23
Clark,24,24,11,13
Yankee,17,17,8,10
single,13,9,21,13
bought,11,23,20,17
jockey,8,17,11,8
Good,17,10,3,8
Cage,17,17,13,8
husband,21,17,13,0
Moon,0,11,0,19
1981,19,6,20,24
natural,10,7,2,1
Ileana,9,5,19,15
Cotrubas,2,18,10,23
hamburger,7,0,5,7
Edgar,9,5,2,16
native,15,7,20,9
Brothers,24,23,15,17
sites,9,2,10,15
included,19,9,17,0
screen,0,19,0,8
national,24,14,11,20
CPR,11,15,19,21
playing,15,11,16,0
Lion,13,17,13,0
eruption,7,8,24,16
period,20,24,24,13
theory,12,22,7,5
pro,0,5,7,8
1978,16,23,17,15
writer,17,17,8,8
Fred,19,8,15,15
%,13,8,10,13
round,13,8,21,13
terms,22,23,0,1
Council,13,17,11,8
Joe,7,17,11,13
Logan,10,7,20,16
northernmost,9,15,10,23
websites,4,5,4,3
17,0,23,4,8
tale,15,12,15,2
increase,7,21,24,3
span,20,24,10,16
morning,1,12,1,6
launched,7,14,7,24
trade,11,21,6,17
ears,12,12,7,24
Kansas,8,2,10,3
promote,19,23,15,0
export,10,15,20,2
coffee,9,2,18,13
beat,19,23,12,17
Wonder,10,8,21,8
greeting,5,19,21,23
ships,11,12,1,11
opens,15,20,6,2
our,24,8,23,9
..,3,12,19,24
sequel,15,12,16,14
manufactures,13,17,8,8
1975,2,1,20,2
1974,7,23,0,1
Derby,24,18,8,21
collect,15,18,2,14
treatment,15,20,1,14
Brooks,8,9,21,15
Medal,16,17,11,0
Orange,4,18,19,23
Stone,10,21,6,20
Arnold,19,17,13,15
idea,0,22,4,8
Mao,18,17,11,8
Long,7,21,7,5
Jersey,2,16,21,23
1968,13,17,13,8
vice-president,8,17,11,8
Alexander,22,19,4,5
nations,4,7,18,3
trees,15,15,1,2
vaccine,2,23,16,17
Columbus,22,9,2,18
Camp,0,22,21,1
David,11,3,9,15
spend,4,2,20,3
advertising,11,20,12,24
1993,13,8,13,4
insurance,24,6,12,24
contemptible,21,9,23,0
scoundrel,16,17,21,0
lunch,0,9,11,8
tournament,11,1,20,20
1945,11,23,22,5
steps,3,5,22,7
e-commerce,12,21,0,7
want,15,18,20,17
For,22,1,6,19
1923,24,15,20,2
Nadia,11,7,6,24
Comaneci,6,2,18,18
Florence,11,15,16,6
Beauty,10,24,18,5
instead,0,14,7,1
Stanley,6,21,5,5
pound,11,13,10,12
blind,8,9,15,0
attend,8,17,11,8
School,8,8,14,8
Lincoln,16,10,4,15
Ventura,8,10,8,8
seized,16,19,11,17
Master,13,9,2,8
Sherlock,19,11,2,17
Holmes,16,11,2,17
Poker,15,9,19,21
Dakota,7,0,0,19
western,5,5,22,7
Silver,4,18,20,2
empty,4,16,19,3
airline,13,17,13,8
professional,8,17,11,8
involved,3,14,6,7
Panama,7,21,24,7
Lawrence,14,5,9,17
study,22,23,1,17
vacuum,8,13,23,7
Pittsburgh,8,8,21,23
best-seller,15,21,5,21
root,7,1,7,12
High,18,15,22,23
Stadium,22,10,19,18
safe,19,23,1,17
infamous,0,22,21,23
Don,2,15,19,14
callosum,3,18,2,2
No,2,20,18,12
W.C.,1,10,10,16
Fields,10,10,17,9
Ewoks,9,7,19,9
catch,11,12,15,6
release,7,1,0,1
piano,16,8,8,22
those,7,12,7,7
presidency,8,10,15,15
info,3,7,21,19
teaspoon,24,24,13,24
Muhammad,11,21,6,3
Ali,12,22,6,19
maneuver,19,23,15,0
spawned,1,23,12,17
present,19,10,15,8
Jesus,12,7,21,3
notes,3,12,1,7
Pearl,18,17,10,13
Harbor,10,16,10,16
coming,13,24,24,13
E,12,22,7,11
fined,20,8,18,4
Robin,17,8,11,15
household,19,15,1,24
less,22,23,1,5
northeast,9,11,4,19
gulf,10,18,19,2
Salt,15,20,12,14
typewriter,11,6,8,12
colorful,15,19,8,15
region,4,7,2,4
Hungarian,15,10,3,17
nicknamed,17,9,23,0
stamp,24,0,11,23
establish,15,20,2,13
syndrome,3,11,0,1
p.m.,12,2,22,12
executed,8,10,17,8
policy,19,23,15,19
toward,15,23,2,15
failure,19,12,15,6
display,5,5,0,23
expectancy,18,2,24,16
subway,4,2,20,23
happen,7,5,0,7
fruit,11,20,7,12
Hawaiian,2,7,19,15
Congressman,1,3,18,17
mentioned,22,12,6,24
smallest,15,15,19,15
Lord,5,7,2,16
Angels,17,17,11,23
flower,11,7,1,24
vs.,24,1,23,3
perpetual,3,12,1,16
motion,19,12,1,21
July,13,24,11,8
April,1,6,12,19
deep,20,8,21,24
Rock,1,22,22,5
Gates,23,5,10,16
Bombay,3,7,4,19
Steinbeck,24,1,5,14
landmark,9,2,4,9
next,4,2,21,13
hunter,10,10,21,23
Shirley,16,11,20,17
MacLaine,24,11,15,18
1936,2,15,22,19
Fawaz,11,6,6,6
Younis,15,1,16,17
ZIP,8,19,21,22
widely,15,1,12,24
UN,8,17,14,8
Secretary,21,17,3,8
position,9,22,3,19
led,8,8,11,8
lack,1,15,6,11
1989,14,15,3,18
plants,15,23,1,17
am,17,6,7,12
pregnant,7,0,7,11
cut,14,12,1,17
F,17,9,13,19
outcome,24,1,6,19
Milky,6,21,0,24
maker,13,17,13,8
penned,8,10,11,0
Mouse,19,22,23,8
expensive,2,15,20,3
Dwarfs,0,17,23,17
Hall,8,17,13,22
breed,13,23,23,8
Samuel,17,17,13,15
possession,22,7,4,1
Drew,16,16,10,23
Barrymore,10,9,17,23
Michelangelo,24,8,12,0
sweet,15,23,1,0
Roger,19,11,3,19
bibliography,7,22,7,19
effects,7,5,0,7
Nevada,10,2,4,9
training,0,17,3,8
L.,11,15,5,2
Seattle,17,10,19,15
abbreviated,21,8,15,12
holds,21,19,11,0
marks,22,18,19,2
businesses,8,17,21,8
Maryland,6,24,7,5
election,0,22,4,8
clothes,11,12,5,24
statistics,13,2,21,20
established,20,21,18,16
flowers,15,18,12,6
calendar,18,2,20,12
software,14,23,3,21
engines,13,17,17,8
Tracy,17,17,13,8
appearances,16,17,14,0
NBA,8,0,21,8
19,3,20,12,24
trademark,19,23,15,17
Moore,22,11,5,12
fox,2,1,1,2
DT,19,12,16,14
shuttle,24,20,13,12
Times,19,17,13,8
Mikhail,16,16,13,4
Gorbachev,16,7,19,16
HIV,7,2,12,1
hold,3,16,7,14
Dracula,15,19,17,17
trip,6,21,24,16
Triple,19,23,11,17
1973,24,11,20,17
Life,1,10,3,15
busiest,8,15,10,13
diseases,15,23,1,17
screenplay,24,8,21,16
Brazil,2,6,2,2
Rose,16,19,10,15
target,7,16,18,13
signed,13,17,11,8
meters,10,2,17,7
Center,16,10,19,15
event,22,12,1,12
IOC,21,18,15,4
library,4,19,20,13
digits,20,13,18,13
Arctic,20,18,2,4
variety,14,1,1,6
Maria,21,11,14,8
floor,6,21,6,19
others,3,7,1,3
significant,15,1,6,17
graduate,4,5,7,5
Missouri,24,15,10,15
Luke,22,17,11,10
Lucas,10,19,19,23
struck,17,8,11,0
Americas,16,10,4,15
Kosovo,9,7,10,3
sexual,22,7,1,6
personality,22,0,4,7
Taylor,11,11,15,19
Mediterranean,18,10,10,23
wings,7,13,6,7
Irish,24,1,15,9
Family,15,15,15,14
exchange,8,20,24,24
horses,24,6,1,17
tube,22,12,1,21
Independence,18,10,19,15
celebrities,0,17,1,23
Marx,15,4,5,18
Sam,10,20,20,2
Desert,16,10,4,8
Trivial,12,0,21,7
Pursuit,6,21,24,20
Venus,12,5,24,20
Saint,16,15,2,15
folic,20,0,24,20
girls,7,5,7,7
Anglican,5,3,9,11
chancellor,8,19,4,22
Jerry,0,22,21,23
cats,2,12,1,21
format,15,1,16,2
Paso,24,2,18,16
Conrad,16,9,14,0
votes,7,14,18,7
Colorado,10,7,20,16
bomb,11,23,9,17
odds,24,2,18,20
giving,20,8,11,12
uses,21,9,3,22
Side,22,22,7,19
Story,0,22,14,8
shoe,8,16,13,13
Barbie,12,8,5,7
Web,9,10,22,23
hot,20,14,13,24
oven,15,20,1,20
Vienna,11,7,12,4
restaurant,18,16,4,23
determine,12,0,7,7
Navy,3,12,1,6
Depression,11,21,6,24
winners,19,11,15,0
properties,22,10,4,7
landed,10,8,13,15
automobile,13,23,15,12
manufactured,13,2,10,16
plan,3,5,22,3
wearing,15,1,1,24
drugs,20,14,11,24
dew,7,23,4,22
military,7,0,21,8
Christ,13,2,18,16
Woodrow,16,17,11,22
Wilson,8,17,11,8
Howdy,7,17,23,13
Doody,13,17,17,13
rest,0,0,4,5
mouth,23,5,1,16
Gulf,9,5,4,23
bay,9,5,20,9
December,22,6,6,17
21,11,21,6,24
dots,12,21,18,24
Homelite,9,7,10,23
Inc.,9,18,19,9
headed,13,17,13,8
colonists,15,12,1,2
Dead,0,10,13,8
Whom,21,8,14,8
unaccounted,20,2,24,13
C,7,22,9,19
recently,23,11,19,17
soap,12,23,1,24
Green,0,10,21,23
movies,18,17,21,15
Three,1,4,15,17
'Hara,4,2,11,2
Scrabble,0,22,21,23
burned,2,15,12,16
mountains,9,2,4,16
Cup,2,18,20,2
Beatles,19,11,12,17
terrorist,21,22,14,8
brush,15,15,2,0
lobster,10,2,20,13
At,24,12,12,12
shall,19,9,21,0
Andrew,6,12,5,20
25,24,20,18,24
Philippines,11,15,19,15
Court,3,2,7,5
production,13,2,21,16
1965,24,20,20,2
cells,12,0,13,24
Angel,16,10,2,9
1992,13,8,13,13
division,13,14,21,7
Procter,18,5,17,2
Gamble,10,5,10,2
Vietnamese,8,17,13,8
novelist,17,17,13,8
method,22,23,1,21
identity,8,17,14,8
1990,20,24,24,4
Constitution,6,22,24,5
companion,15,23,1,21
third,13,8,11,13
Festival,13,21,10,20
astronaut,0,17,13,8
Windows,1,12,0,19
98,14,1,6,20
Aspartame,14,12,16,17
soccer,18,16,21,15
clown,17,11,15,0
met,21,17,13,0
discover,15,18,15,17
NHL,13,8,11,3
Utah,10,15,8,15
save,12,12,6,1
About,13,16,18,4
divorce,13,17,14,8
fax,22,19,3,19
soda,11,20,1,17
crop,14,12,12,24
today,6,21,24,7
closing,24,15,21,13
6th,4,22,22,23
forest,9,7,20,9
owned,8,10,14,15
carries,8,15,10,18
class,15,1,20,18
such,17,10,4,8
volcano,10,2,13,16
purposes,12,0,7,7
sink,5,16,21,1
Yalta,3,3,7,22
railroad,9,2,10,16
represent,3,7,22,16
Easter,5,0,1,7
tourist,3,2,4,23
command,15,12,2,2
markets,8,10,4,8
forces,21,10,21,8
Come,16,11,14,0
flavor,19,23,12,22
daughters,19,11,23,0
Chris,22,6,20,2
birthstone,11,14,6,24
wheel,23,23,1,0
Tristar,13,8,10,13
Jamiroquai,2,7,16,2
Incredible,17,17,14,17
Hulk,17,17,17,0
Year,11,21,12,4
economic,3,1,22,24
Ohio,8,8,11,20
Bolivia,17,10,4,8
medium,11,18,1,24
actually,20,9,12,15
technique,1,12,2,7
Ernest,11,12,2,24
Hemingway,19,12,15,17
includes,2,18,16,20
constellation,4,7,10,23
fans,17,17,21,8
clothing,1,14,1,6
fur,14,12,1,24
box,12,23,12,14
normal,20,24,18,13
Billy,17,17,15,0
wives,8,17,14,8
!,0,0,1,1
Boy,12,14,7,11
include,14,9,1,24
sodium,11,12,1,24
fight,10,20,15,14
organism,12,1,1,11
fingers,20,23,13,0
recorded,13,23,9,18
tour,24,2,11,12
monster,11,11,1,14
Genesis,15,7,20,15
24,1,12,1,12
low,22,1,6,24
Falls,9,7,17,13
starting,13,21,24,13
1933,19,23,14,21
Nazis,23,23,19,14
foods,15,20,1,17
circle,8,17,1,22
cartoons,15,1,16,14
earn,22,14,7,23
Nebraska,24,15,12,6
Museum,18,10,19,15
match,22,1,3,0
rainbow,11,7,1,0
broadcast,20,20,21,12
anniversary,7,19,19,16
Association,13,2,11,4
hat,3,7,1,7
Frank,11,12,5,6
counterpart,15,3,2,6
November,2,3,19,3
Tale,10,3,22,15
Humpty,19,11,23,18
Dumpty,22,22,15,18
flying,4,11,20,23
draft,19,4,2,18
glitters,18,10,4,23
legal,15,12,15,14
attractions,9,2,4,23
Gene,19,23,11,13
Lady,16,10,8,23
disc,21,8,2,0
Joseph,19,6,2,21
Hillary,10,7,18,23
pull-tab,8,8,11,3
agent,5,22,0,7
IQ,20,2,24,20
Degas,24,21,11,20
camera,8,8,10,8
've,17,17,11,0
Jackie,0,17,11,15
Yahoo,22,5,1,1
bees,11,21,1,15
Foundation,19,22,11,1
tie,22,12,6,1
generals,20,9,23,8
sings,21,17,23,0
witch,12,12,6,7
hooligans,15,18,22,2
Blue,16,16,4,23
Hugo,10,2,18,16
answers,7,7,7,5
these,13,17,21,15
dam,9,5,19,16
assassinate,13,10,11,8
colonies,9,2,18,13
sons,19,19,15,0
objects,12,2,0,24
Allen,22,19,17,15
Poe,9,5,2,9
Honecker,4,7,10,9
Woody,17,4,15,18
unemployment,20,14,21,20
Amendment,6,22,7,19
inventor,8,9,13,15
success,24,23,6,21
Fifth,3,18,19,16
Orleans,17,23,8,18
staff,19,14,7,5
hate,19,23,15,17
stage,22,11,6,0
likely,15,4,20,15
search,14,20,2,17
owner,19,23,23,18
perform,19,23,1,0
coast,20,13,13,13
kinds,10,9,1,15
manned,15,20,1,14
Beach,3,18,20,15
short,7,14,7,7
ceremony,6,3,5,7
Saddam,16,17,11,0
Hussein,21,19,23,0
Southern,10,7,19,20
Playboy,11,6,15,16
quit,19,11,6,14
performer,19,8,14,0
prophet,17,10,23,8
Helen,10,2,10,3
museum,10,2,22,9
lens,14,15,16,14
putting,18,15,15,18
Finger,23,22,4,7
III,24,11,16,24
seasons,10,0,11,15
Death,17,23,8,21
Teddy,0,0,23,1
approximate,20,21,9,7
toy,17,23,23,15
Oswald,6,0,3,7
offer,15,15,2,15
Godfather,17,8,13,15
sang,0,17,13,0
Tutu,17,8,13,15
south,4,5,4,23
pizza,11,12,20,12
races,0,16,3,0
science,15,4,20,2
verses,13,2,18,12
leg,2,11,1,14
recipe,15,12,1,17
winner,11,12,6,12
classic,19,1,0,7
Albert,10,7,20,16
era,19,23,15,15
rust,5,22,6,20
question,22,23,11,0
erected,20,2,21,13
Butterfield,5,5,4,5
dancing,17,11,14,0
job,21,17,21,8
Central,8,10,4,23
governor,3,19,15,23
pitchers,10,16,10,13
intercourse,12,14,21,7
mission,6,12,1,7
80,13,16,17,3
presidential,8,19,11,8
Winter,17,16,10,9
1935,24,9,23,0
empire,11,12,0,2
maximum,7,8,24,20
handle,7,7,22,5
political,8,19,23,8
Contract,12,20,12,14
wild,17,10,13,0
guy,22,17,21,11
Namath,8,8,11,13
zones,20,2,18,3
fare,20,2,13,12
easiest,14,12,20,17
pet,15,12,1,6
tail,14,12,1,0
He,11,23,1,18
everything,15,12,2,24
nothing,19,23,12,17
support,1,20,6,24
breakfast,19,12,12,6
Persian,4,19,22,19
spacecraft,2,10,2,2
heavyweight,8,17,14,0
champion,8,8,13,0
geographical,9,7,19,23
including,3,7,22,3
Hawaii,16,10,2,9
port,8,16,20,13
register,7,0,7,7
balance,5,1,4,1
Avery,13,8,11,14
4,0,23,17,22
Railway,9,9,8,7
Banana,0,22,3,5
dentist,3,20,1,3
rules,3,12,5,19
separates,9,2,17,3
journal,18,2,17,15
religions,14,1,1,7
began,6,6,6,7
Water,10,15,19,2
zodiacal,19,6,20,24
Massacre,1,22,22,19
Russians,11,6,5,14
dry,5,23,1,7
Stevie,20,6,13,16
nose,16,4,11,0
condoms,20,21,24,20
Brunei,8,17,13,8
tongue,19,23,2,14
possible,1,12,1,24
vessels,19,15,1,14
Randolph,10,2,21,16
Flintstones,2,18,20,23
declare,7,7,4,16
9,7,0,7,20
horoscope,21,20,2,24
Pink,0,18,1,17
farthest,15,7,19,18
district,9,2,4,9
super,19,23,20,17
restored,16,16,21,15
estate,8,16,21,1
Nine,7,0,22,5
Apollo,19,23,2,10
22,3,20,1,22
Sigmund,17,17,19,22
Freud,17,9,8,21
best-selling,15,23,16,17
fever,22,0,24,5
Rider,23,7,20,23
founder,19,23,11,17
Review,1,23,12,17
opening,19,20,1,17
Casey,19,6,1,17
Claus,16,19,19,23
Honor,19,17,14,0
ability,19,12,16,24
1957,19,23,14,0
Catholic,12,5,7,5
Church,13,22,3,8
worst,1,11,15,0
ethnic,0,17,7,8
B,2,2,16,14
Tony,24,23,9,17
candle,11,0,7,24
blow,22,14,0,0
duel,17,8,13,23
meeting,15,7,1,14
Churchill,19,11,15,17
Stalin,15,11,14,0
fictional,16,10,13,8
